K_ENTIDAD_MUNICIPIO,SUPERFICIE
26052,5003.75
26053,151.34
26054,535.93
26055,8877.09
26056,1115.65
26057,2229.53
26058,1476.58
26059,1001.2
26060,1353.58
26061,1716.76
26062,914.79
26063,778.66
26064,3010.44
26065,1725.42
26066,3088.06
26067,1471.49
26068,1123.24
26069,2667.68
26070,3656.67
26071,369.1
26072,1383.57
27001,3577.37
27002,2049.09
27003,2693.35
27004,1717.88
27005,768.24
27006,598.67
27007,592.31
27008,3717.7
27009,592.35
27010,369.65
27011,1644.93
27012,2429.07
27013,535.17
27014,408.04
27015,734.6
27016,420.81
27017,1882.35
28001,1858.86
28002,3819.36
28003,1661.92
28004,582.13
28005,1905.04
28006,1450.17
28007,930.43
28008,3014.03
28009,48.45
28010,1889.44
28011,730.31
28012,3242.56
28013,1209.35
28014,2441.56
28015,432.49
28016,2136.09
28017,2663.37
28018,1669.62
28019,2568.54
28020,364.23
28021,1637.33
28022,4633.09
28023,2533.1
28024,922.91
28025,638.87
28026,885.33
28027,1224.03
28028,303.02
28029,1477.14
28030,1358.94
28031,479.99
28032,3146.93
28033,1583.7
28034,2915.08
28035,6918.75
28036,544.66
28037,6715.56
28038,114.5
28039,3075.95
28040,899.93
28041,1463.56
28042,1288.25
28043,870.73
29001,11.39
29002,11.62
29003,108.16
29004,188.18
29005,43.87
29006,253.95
29007,58.43
29008,84.26
29009,16.67
29010,77.22
29011,36.38
29012,139.69
29013,348.8
29014,175.99
29015,161.49
29016,44.4
29017,14.64
29018,26.15
29019,23.11
29020,99.24
29021,108.23
29022,15
29023,52.5
29024,60.95
29025,58.93
29026,25.89
29027,12.09
29028,76.28
29029,16.45
29030,154.67
29031,169.81
29032,26.14
29033,52.25
29034,575.48
29035,14.25
29036,13.81
29037,77.09
29038,38.41
29039,41.51
29040,102.81
29041,24.4
29042,7.32
29043,36.79
29044,29.5
29045,25.61
29046,49.9
29047,25.44
29048,11.69
29049,10.21
29050,39.86
29051,7.79
29052,35.99
29053,4.49
29054,4.5
29055,28.8
29056,9.2
29057,7.97
29058,10.09
29059,5.43
29060,6.04
30001,97.5
30002,18.2
30003,655.69
30004,859.42
30005,194.95
30006,168.31
30007,124.07
30008,70.88
30009,648.24
30010,328.46
30011,827
30012,135.08
30013,135.95
30014,151.37
30015,430.55
30016,131.32
30017,67.66
30018,20.69
30019,29.84
30020,62.08
30021,122.69
30022,65.37
30023,518.07
30024,277.8
30025,173.02
30026,19.83
30027,232.92
30028,38
30029,134.08
30030,20.9
30031,249.66
30032,659.12
30033,272.32
30034,91
30035,81.32
30036,43.94
30037,41.76
30038,202.8
30039,312.08
30040,277.57
30041,9.44
30042,130.41
30043,310.92
30044,159.65
30045,517.95
30046,76.6
30047,158.01
30048,277.05
30049,537.68
30050,80.43
30051,234.05
30052,34.69
30053,149.62
30054,290.42
30055,151.97
30056,92.65
30057,133.79
30058,936.42
30059,174.43
30060,140.21
30061,3508.92
30062,44.2
30063,390.42
30064,22.99
30065,415.6
30066,240.74
30067,43.29
30068,61.59
30069,179.46
30070,1065.18
30071,202.44
30072,522.28
30073,709.95
30074,18.72
30075,396.92
30076,155.33
30077,926.96
30078,176.85
30079,149.73
30080,129.89
30081,52.38
30082,156.72
30083,672.4
30084,347.23
30085,137.19
30086,207.88
30087,124.4
30088,72.72
30089,316.81
30090,132.14
30091,1413.02
30092,179.03
30093,56.27
30094,992.11
30095,187.82
30096,17.68
30097,83.98
30098,13.75
30099,110.65
30100,247.25
30101,69.44
30102,402.48
30103,43.62
30104,296.44
30105,397.29
30106,29.48
30107,51.01
30108,2117.89
30109,523.4
30110,66.17
30111,249.67
30112,108.41
30113,18.54
30114,355.57
30115,64.44
30116,78.02
30117,213.84
30118,27.7
30119,49.84
30120,22.32
30121,2391.49
30122,311.65
30123,3168.15
30124,1456.32
30125,400.79
30126,388.03
30127,137.88
30128,609.07
30129,244.82
30130,1192.73
30131,64.35
30132,99.79
30133,288.65
30134,384.1
30135,26.6
30136,11.51
30137,33.71
30138,15.24
30139,108.49
30140,21.89
30141,956.79
30142,1261.67
30143,618.07
30144,662.47
30145,96.27
30146,16.34
30147,115.41
30148,415.71
30149,479.75
30150,399.94
30151,1018.22
30152,874.76
30153,156.19
30154,333.6
30155,1302.3
30156,91.67
30157,272.44
30158,531.06
30159,87.93
30160,1277.09
30161,1152.39
30162,65.08
30163,86.8
30164,60.8
30165,60.04
30166,95.46
30167,227.32
30168,100.05
30169,535.42
30170,195.25
30171,44.02
30172,449.03
30173,522.47
30174,1517.86
30175,718.35
30176,102.72
30177,133.46
30178,578.57
30179,65.31
30180,225.81
30181,917.89
30182,36.71
30183,168.05
30184,56.5
30185,11.2
30186,18.85
30187,50.23
30188,98.05
30189,964.36
30190,56.16
30191,124.17
30192,338.61
30193,247.03
30194,51.43
30195,37.28
30196,88.82
30197,112.46
30198,263.67
30199,21.7
30200,178.05
30201,282.07
30202,241.82
30203,68.94
30204,372.29
30205,391.15
30206,28.16
30207,547.66
30208,245.34
30209,295.03
30210,1906.33
30211,291.85
30212,399.1
31001,292.69
31002,137.25
31003,76.46
31004,108.47
31005,71.71
31006,654.34
31007,101.47
31008,290.75
31009,128.81
31010,356.26
31011,602.87
31012,542.54
31013,63.34
31014,135.9
31015,93.48
31016,114.65
31017,443.49
31018,169.41
31019,1398.49
31020,44.27
31021,469.96
31022,473.8
31023,292.86
31024,83.84
31025,79.91
31026,174.11
31027,207.53
31028,432.25
31029,506.47
31030,309.56
31031,133.41
31032,735.28
31033,586.31
31034,94.91
31035,120.65
31036,199.81
31037,197.57
31038,839.64
31039,136.76
31040,458.75
31041,102.49
31042,199.68
31043,137.35
31044,355.84
31045,157.74
31046,100.43
31047,126.55
31048,910.84
31049,93.62
31050,882.71
31051,47.22
31052,320.6
31053,397.34
31054,71.64
31055,259.39
31056,863.16
31057,665.27
31058,1055.04
31059,771.83
31060,103.46
31061,337.56
31062,198.78
31063,160.64
31064,26.16
31065,452.11
31066,513.82
31067,178.12
31068,134.27
31069,545.94
31070,307.22
31071,221.56
31072,87.91
31073,241.41
31074,102.49
31075,224.61
31076,367.53
31077,199.62
31078,79.79
31079,2768.42
31080,280.98
31081,273.13
31082,57.95
31083,65.17
31084,337.57
31085,706.56
31086,108.7
31087,336.86
31088,77.86
31089,339.92
31090,134.57
31091,470.52
31092,502.37
31093,172.27
31094,230.21
31095,70.9
31096,3884.85
31097,413.23
31098,765.59
31099,187.67
31100,130.81
31101,349.58
31102,1077.33
31103,110.77
31104,1474.23
31105,49.5
31106,131.77
32001,292.84
32002,202.49
32003,281.23
32004,328.82
32005,387.44
32006,449.47
32007,2418.24
32008,324.38
32009,900.9
32010,5092.47
32011,307.11
32012,794.78
32013,197.71
32014,5023.01
32015,353.58
32016,442.07
32017,817.02
32018,372.3
32019,717.87
32020,1543.36
32021,1201.89
32022,623.59
32023,338.58
32024,429.12
32025,176.88
32026,12116.57
32027,1881.41
32028,486.49
32029,1105.83
32030,161.81
32031,1608.04
32032,180.92
32033,540.25
32034,877.65
32035,408.48
32036,644.81
32037,586.13
32038,3168.84
32039,1838.7
32040,1414.98
32041,623.86
32042,3602.17
32043,199.6
32044,410.19
32045,544.44
32046,724.53
32047,679.47
32048,745.96
32049,5708.36
32050,159.97
32051,6578.42
32052,341.74
32053,431.94
32054,375.36
32055,2179.16
32056,441.52
32057,220.81
32058,278.35
