K_ENTIDAD_MUNICIPIO,HOGARES,POBLACION,SUPERFICIE,DENS_HOGS,DENS_HABS,ANALF,SPRIM,ANOS_PROMEDIO_DE_ESCOLARIDAD,OVSAE,OVSEE,PL<5000,PO2SM,INGRESOPC_ANUAL,DISP_INTERNET,DISP_TV_PAGA,DISP_TEL_CELULAR,DISP_TEL_FIJO,NUM_OPS,CLASS_PEN_BAF_HABS_COAXFO,IS_PEN_BAF_HABS_COAXFO
20336,444,1698,165.37,268.48884320009677,268.48884320009677,18.36,42.54,4.6,7.66,4.77,100,80.1,769.97,1.57657657657657,45.4954954954955,3.37837837837837,26.1261261261261,0,0,0
20341,70,236,29.82,234.7417840375587,234.7417840375587,5.39,23.67,5.99,0.43,1.69,100,69.49,1031.21,0,44.2857142857142,70,5.71428571428571,0,0,0
20342,1018,3336,8.22,12384.428223844281,12384.428223844281,2.27,11.37,10.3,2.94,1.68,100,28.4,3611.42,13.0648330058939,30.943025540275,88.8015717092338,6.97445972495088,1,0,0
20343,530,1933,15.36,3450.5208333333335,3450.5208333333335,4.31,17.13,6.48,21.78,0.88,100,72.21,1540.25,4.90566037735849,13.2075471698113,61.1320754716981,29.2452830188679,0,0,0
20344,721,2678,206.91,348.460683388913,348.460683388913,11.97,37.08,4.88,3.06,1.83,100,46.07,816.19,0.27739251040221,5.13176144244105,13.1761442441054,7.90568654646324,0,0,0
20345,1053,4072,98.28,1071.4285714285713,1071.4285714285713,14.71,31.39,6.17,14.9,1.52,100,56.25,1294.11,0.47483380816714,18.0436847103513,35.3276353276353,31.3390313390313,0,0,0
20346,438,1441,44.07,993.8733832539142,993.8733832539142,23.8,39.79,4.86,0.28,0.35,100,87.5,558.14,0,8.90410958904109,10.958904109589,35.6164383561643,0,0,0
20347,844,3587,106.18,794.8766245997363,794.8766245997363,11.05,29.47,5.24,2.98,3.09,100,51.13,818.07,1.18483412322274,12.7962085308056,14.691943127962,6.75355450236967,0,0,0
20348,2287,8352,230.94,990.3005109552264,990.3005109552264,21.56,41.29,4.77,5.77,2.95,100,57.83,1134.08,1.48861646234676,19.3520140105078,44.7022767075306,14.2732049036777,0,0,0
20349,557,1967,30.48,1827.4278215223096,1827.4278215223096,10.58,34.93,5.48,48.14,2.69,100,55.66,1707.02,8.2585278276481109,32.1364452423698,47.3967684021544,25.1346499102333,0,0,0
20350,5109,18195,7.11,71856.54008438818,71856.54008438818,1.4,5.55,12.02,1.75,0.16,27.91,22.4,4259.79,63.8285378743394,41.1822274417694,91.9357995693873,61.8124877666862,0,0,0
20351,785,2820,50.78,1545.8842063804648,1545.8842063804648,20.56,48.43,3.89,4.18,3.42,100,72.77,976.95,1.27388535031847,3.82165605095541,36.4331210191082,30.3184713375796,0,0,0
20352,429,3526,46.09,930.7875894988067,930.7875894988067,43.44,60,2.18,4.79,1.19,100,78.05,333.42,0.93240093240093,19.5804195804195,38.6946386946387,4.66200466200466,0,0,0
20534,880,3923,106,830.188679245283,830.188679245283,22.67,39.4,3.96,4.22,3,100,75.6,820.93,0.22727272727272,6.47727272727272,2.84090909090909,9.09090909090909,0,0,0
20535,660,2961,136.45,483.69366068156836,483.69366068156836,26.22,36.31,4.43,3.18,2.97,100,70.79,576.46,0.15151515151515,4.24242424242424,6.21212121212121,9.69696969696969,0,0,0
20536,142,413,71.38,198.93527598767162,198.93527598767162,6.38,27.93,5.52,1.45,3.63,100,55.63,1033.25,0,14.7887323943661,40.1408450704225,14.0845070422535,0,0,0
20353,534,2153,54.75,975.3424657534247,975.3424657534247,13.26,35.45,4.78,2.65,3.77,100,36.55,1047.35,1.31086142322097,8.98876404494382,30.1498127340824,30.7116104868913,0,0,0
20354,149,516,15.03,991.350632069195,991.350632069195,37.29,61.34,3.12,14.15,8.91,100,81.33,735.48,2.01342281879194,0.67114093959731,11.4093959731543,2.01342281879194,0,0,0
20355,216,727,41.27,523.3826023746062,523.3826023746062,25,50.56,4.21,0.14,6.74,100,86.17,655.01,0,9.25925925925926,0,9.25925925925926,0,0,0
20356,649,2067,27.88,2327.8335724533713,2327.8335724533713,7.35,33.54,5.63,6.64,0.53,100,71.9,1359.41,5.09259259259259,4.9382716049382704,65.4320987654321,26.2345679012345,1,0,0
20357,269,762,172.35,156.0777487670438,156.0777487670438,8.37,39.37,5.23,1.57,3.67,100,45.6,1051.49,0.37174721189591,7.80669144981412,44.2379182156133,1.48698884758364,0,0,0
20358,609,1950,46.67,1304.9067923719736,1304.9067923719736,18.32,42.34,4.83,15.69,1.95,100,40.07,1189.25,1.64203612479474,21.8390804597701,59.9343185550082,13.3004926108374,0,0,0
20359,253,918,46.37,545.6113866724176,545.6113866724176,14.48,33.74,4.61,1.31,0.87,100,74.33,941.57,0.79051383399209,9.48616600790513,10.6719367588932,25.296442687747,0,0,0
20360,1077,3773,26.8,4018.65671641791,4018.65671641791,15.93,32.07,5.39,10.26,1.46,100,55.51,1214.92,5.29247910863509,6.4066852367688,48.4679665738161,14.3918291550603,2,1,1
20361,260,871,51.19,507.91170150420004,507.91170150420004,15.95,48.68,4.04,1.38,3.44,100,57.2,588.61,0,3.07692307692307,10,3.84615384615384,0,0,0
20362,408,1427,25.57,1595.6198670316776,1595.6198670316776,11.73,39.31,5.33,5.49,3.04,100,54.83,1362.25,1.96078431372549,16.6666666666666,46.3235294117647,21.078431372549,0,0,0
20363,685,2572,220.07,311.26459762802745,311.26459762802745,4.19,23.59,6.3,2.45,1.63,100,63.4,1181.63,2.33576642335766,35.3284671532846,45.6934306569343,21.6058394160583,0,0,0
20364,3696,15987,637.8,579.4920037629352,579.4920037629352,18.45,35.94,5.4,1.55,2.42,57.72,54.89,1753.39,4.9349240780911,19.8481561822125,53.6334056399132,9.54446854663774,2,1,1
20365,368,1068,101.1,363.9960435212661,363.9960435212661,3.72,17.07,6.66,8.99,4.12,100,66.94,639.54,0.81521739130434,8.69565217391304,41.0326086956521,9.2391304347826,0,0,0
20366,921,3905,126.61,727.4306926783034,727.4306926783034,18.38,41.08,4.39,5.3,4.89,100,69.6,734.34,0.542888165038,10.6406080347448,39.8479913137893,10.2062975027144,0,0,0
20367,1042,4460,51.21,2034.7588361648113,2034.7588361648113,22.33,38.88,4.73,36.3,1.62,100,58.78,1180.72,2.30326295585412,9.88483685220729,61.4203454894433,6.33397312859885,0,0,0
20368,495,1930,36.33,1362.5103220478943,1362.5103220478943,12.62,32.87,5.39,8.29,0.83,100,63.16,1197.32,3.83838383838383,17.9797979797979,74.5454545454545,13.7373737373737,0,0,0
20369,556,1931,20.68,2688.588007736944,2688.588007736944,10.9,30.1,6.38,2.18,1.35,100,49.21,2019.15,7.01438848920863,5.57553956834532,52.6978417266187,21.9424460431654,0,0,0
20074,127,482,38.44,330.3850156087409,330.3850156087409,8.19,32.08,4.92,0.21,0.41,100,74,445.63,0,2.36220472440944,6.29921259842519,11.8110236220472,0,0,0
20370,210,663,38.59,544.1824306815237,544.1824306815237,6.01,19.27,7.7,1.21,1.81,100,75.63,1015.81,0.47619047619047,31.4285714285714,12.3809523809523,0.47619047619047,0,0,0
20371,371,1031,29.78,1245.8025520483545,1245.8025520483545,23.09,37.92,5.54,2.72,2.81,100,79.23,984.3,0.53908355795148,22.3719676549865,8.89487870619946,10.5121293800539,0,0,0
20372,487,1556,38.28,1272.2048066875652,1272.2048066875652,33.2,47.53,3.97,43.44,5.78,100,59.5,884.06,0.41067761806981,4.72279260780287,5.95482546201232,0.61601642710472,0,0,0
20373,117,366,118.33,98.87602467675146,98.87602467675146,15.65,37.26,5.23,7.92,4.1,100,82.5,590.67,0,0.85470085470085,0,5.12820512820512,0,0,0
20374,389,1548,7.1,5478.87323943662,5478.87323943662,27.74,46.28,4.52,8.85,10.59,100,74.76,685.46,2.31362467866323,7.45501285347043,32.3907455012853,0.25706940874035,0,0,0
20375,3366,12814,2.27,148281.93832599118,148281.93832599118,2.7,11.24,9.74,10.42,1.59,0,36.43,3111.8,41.1764705882352,24.3909685086155,90.4931669637552,39.5424836601307,2,2,1
20376,105,356,18.38,571.2731229597389,571.2731229597389,25.2,47.41,4.55,2.25,1.4,100,68.97,1151.3,0,20.9523809523809,31.4285714285714,47.6190476190476,0,0,0
20377,3131,11616,564.03,555.1123167207418,555.1123167207418,13.5,33.86,5.42,25.84,9.11,100,64.09,1140.55,0.86234429894602,13.0629191951453,7.40977323538805,5.84477802618971,0,0,0
20378,862,3425,46.86,1839.5219803670507,1839.5219803670507,11.33,28.16,5.96,15.88,1.72,100,71.42,1108.62,2.32018561484918,15.5452436194895,34.6867749419953,25.0580046403712,0,0,0
20379,726,2921,43.56,1666.6666666666665,1666.6666666666665,16.83,34.36,5.19,2.16,4.07,100,82.96,774.67,0.82644628099173,13.3608815426997,20.1101928374655,2.20385674931129,0,0,0
20380,598,2127,14.77,4048.7474610697363,4048.7474610697363,8.99,30.71,5.81,10.77,0.8,100,66.39,1475.99,13.3779264214046,16.3879598662207,65.2173913043478,20.066889632107,1,0,0
20381,656,2675,27.55,2381.125226860254,2381.125226860254,12.94,29.6,5.43,0.11,0.26,100,62,1511.37,1.37195121951219,38.7195121951219,50.9146341463414,27.1341463414634,0,0,0
20382,326,1116,47.42,687.4736398144242,687.4736398144242,18.9,28.52,5.37,34.23,16.16,100,70.53,695.33,2.14723926380368,10.7361963190184,7.05521472392638,2.14723926380368,1,1,1
20383,165,583,21.78,757.5757575757575,757.5757575757575,5.23,20.45,6.42,4.46,1.37,100,80,657.14,0,12.7272727272727,9.69696969696969,9.09090909090909,0,0,0
20384,1139,4754,56.89,2002.1093338020742,2002.1093338020742,21.76,49.45,3.76,9.38,1.39,100,78.84,815.62,1.05355575065847,1.5803336259877,62.1597892888498,5.53116769095698,1,0,0
20385,23936,93188,43.86,54573.64341085272,54573.64341085272,3.92,12.46,9.84,26.02,1.85,13.81,33.98,2953.05,35.0431287161879,29.1349133238422,88.4850515032241,36.2741813918432,1,1,1
20386,4115,18512,483.79,850.5756629942744,850.5756629942744,27.66,47.78,3.51,18.69,4.39,100,64.18,555.41,0.29161603888213,4.25273390036452,1.14216281895504,3.54799513973268,0,0,0
20387,807,2914,30.37,2657.2275271649655,2657.2275271649655,15.5,36.15,5.9,1.58,0.38,100,55.37,1750.64,5.70012391573729,9.29368029739777,65.6753407682775,21.0656753407682,1,0,0
20569,524,1616,83.77,625.522263340098,625.522263340098,9.71,33.3,5.39,41.58,3.28,100,70.59,782.11,0.38167938931297,10.6870229007633,31.2977099236641,6.6793893129771,0,0,0
20388,584,2372,49.1,1189.4093686354379,1189.4093686354379,17.9,35.92,4.3,40.03,5.95,100,63.82,656.44,0.34246575342465,1.02739726027397,54.1095890410959,3.25342465753424,0,0,0
20389,216,952,2.41,8962.65560165975,8962.65560165975,32.82,52.56,3.42,0.21,1.69,100,73.93,682.05,1.38888888888888,0.46296296296296,22.6851851851851,22.2222222222222,0,0,0
20390,13834,49459,10.14,136429.98027613413,136429.98027613413,2.38,9.45,10.82,4.05,0.15,7.04,28.33,3573.67,45.0506512301013,28.7698986975398,88.9290882778581,47.0260492040521,0,0,0
20391,788,3361,69.97,1126.196941546377,1126.196941546377,37.98,58.21,2.75,9.62,6.19,100,67.52,736.29,0.76142131979695,7.10659898477157,43.4010152284264,3.55329949238578,0,0,0
20392,1835,6398,159.34,1151.6254550018828,1151.6254550018828,24.84,39.26,4.59,37.79,9.9,100,74.38,584.82,0.32715376226826,3.70774263904035,2.94438386041439,1.69029443838604,0,0,0
20393,868,3855,11.67,7437.874892887747,7437.874892887747,19.41,42.44,4.38,7.86,0.6,100,44.61,1030.65,1.72811059907834,1.72811059907834,50.8064516129032,10.7142857142857,1,1,1
20047,31,87,26.77,115.80127007844602,115.80127007844602,5.56,30.56,6.47,1.15,1.15,100,36.36,983.07,0,54.8387096774193,38.7096774193548,29.0322580645161,0,0,0
20394,780,2766,98.53,791.6370648533442,791.6370648533442,19.48,33.45,5.74,14.24,1.45,100,50.22,686.29,0.25641025641025,14.8717948717948,5.51282051282051,8.71794871794871,0,0,0
20395,516,1720,80.51,640.9141721525276,640.9141721525276,43.24,58.44,2.91,25.87,9.77,100,23.02,1024.55,0,4.26356589147286,3.68217054263566,5.23255813953488,0,0,0
20399,8843,34115,31.32,28234.355044699874,28234.355044699874,4.06,13.91,9.3,14.98,2.33,20.67,33.91,2971.19,23.2884463053072,19.1467692655878,89.159216928822,19.8370487722077,2,1,1
20400,469,1568,95.15,492.90593799264315,492.90593799264315,11.68,35.86,5.5,2.3,0.77,100,73.76,1577.54,1.49253731343283,8.74200426439232,7.03624733475479,46.4818763326226,0,0,0
20404,224,733,61.82,362.34228405046906,362.34228405046906,3.94,24.19,6.72,0.68,0,100,67.73,1405.63,0,23.2142857142857,36.1607142857142,41.0714285714285,0,0,0
20406,5292,20328,283.55,1866.3375066125902,1866.3375066125902,32.8,54.17,3.48,66.87,11.57,100,82.74,648.1,1.32325141776937,2.93005671077504,8.97920604914934,3.38374291115311,0,0,0
20407,2329,9078,4547.03,51.22024706236819,51.22024706236819,24.74,53.22,NA,39.37,10.02,100,84.5,NA,0,0,0,0,0,0,0
20401,6212,24076,414.39,1499.070923526147,1499.070923526147,9.93,25.84,6.67,6.4,3.72,56.69,45.34,2236.72,10.1626670961507,23.6430987276534,65.9687550330166,9.6472861974553,1,0,0
20402,302,1075,81.34,371.28104253749694,371.28104253749694,13.33,32.76,5.99,6.88,3.91,100,62.78,1264.52,1.65562913907284,19.205298013245,41.3907284768212,36.092715231788,0,0,0
20403,800,2971,6.54,12232.415902140672,12232.415902140672,3.12,14.08,8.67,11.72,2.59,100,37.45,2870.02,7.75,14.625,87.5,6.5,0,0,0
20408,139,482,25.21,551.3685045616819,551.3685045616819,6.61,25.29,6.37,11.2,4.56,100,62.67,1102.91,0.71942446043165,20.8633093525179,30.9352517985611,4.31654676258992,0,0,0
20409,2576,8918,16.77,15360.763267740012,15360.763267740012,1.69,10.42,10.65,3.12,0.48,6.48,24.15,3682.28,42.7018633540372,35.9083850931677,87.9270186335403,50.1164596273292,1,0,0
20410,917,3353,540.25,169.73623322535863,169.73623322535863,9.14,27.24,5.97,7.1,3.58,100,62.34,627.64,0.65430752453653,9.16030534351145,6.4340239912759,11.3413304252998,0,0,0
20411,233,813,7.38,3157.181571815718,3157.181571815718,4.19,22.06,6.92,6.27,1.85,100,53.33,1685.51,6.00858369098712,21.0300429184549,73.8197424892704,18.8841201716738,0,0,0
20412,830,3168,389.26,213.22509376766172,213.22509376766172,13.42,41.32,4.63,9.72,16.97,100,70.84,725.4,2.05314009661835,28.2608695652173,12.560386473429899,0.36231884057971,0,0,0
20413,12737,45680,511.98,2487.7924918942144,2487.7924918942144,8.03,19.97,7.88,2.93,1.93,41.65,35.95,2853.36,24.5740755279893,44.2019313810159,83.1985553898092,20.4208212294888,3,1,1
20414,3089,11400,275.34,1121.8856686278784,1121.8856686278784,18.93,35.62,5.65,23.97,1.99,100,61.1,1475.62,2.00842241658568,15.2575315840621,59.2160673793326,21.0884353741496,1,0,0
20415,1239,4990,167.37,740.276035131744,740.276035131744,18.29,38.14,4.78,2.68,1.55,100,79.76,963.96,2.59319286871961,43.1118314424635,62.5607779578606,23.095623987034,0,0,0
20416,171,488,177.29,96.45214056066332,96.45214056066332,18.47,40.58,5.01,14.23,2.89,100,64.86,608.73,0,4.70588235294117,4.11764705882352,6.47058823529412,0,0,0
20417,2554,9474,324.28,787.5909707660048,787.5909707660048,17.78,36.19,5.46,4.65,1.48,100,72.46,1316.91,2.19263899765074,30.7752545027408,14.9960845732184,26.0767423649177,0,0,0
20418,3663,13148,729.56,502.08344755743195,502.08344755743195,9.71,26.14,7.46,1.7,3.1,24.33,51.42,2544.94,14.8674501229844,30.964744465701,72.1235310194042,15.5506969117245,1,0,0
20419,156,499,53.9,289.42486085343234,289.42486085343234,3.31,24.44,6.42,2.2,1.6,100,60.27,924.42,0,31.4102564102564,20.5128205128205,38.4615384615384,0,0,0
20396,914,3237,7.59,12042.160737812912,12042.160737812912,54.35,67.52,2.17,14.46,2.54,100,91.51,626.07,0.21881838074398,4.15754923413566,4.15754923413566,2.29759299781181,0,0,0
20420,454,1844,49.64,914.5850120870266,914.5850120870266,23.52,35.5,4.45,1.41,6.35,100,70.93,750.63,0.22026431718061,8.37004405286343,9.03083700440528,3.74449339207048,0,0,0
20421,1367,4555,147.81,924.8359380285501,924.8359380285501,9.09,23.73,7.38,5.2,1.14,100,42.32,1908.58,11.8681318681318,38.7545787545787,63.1501831501831,14.5054945054945,1,0,0
20422,198,585,43.09,459.5033650498955,459.5033650498955,13.08,33.78,6.02,7.01,2.74,100,73.74,875.06,0.5050505050505,26.2626262626262,19.1919191919191,26.7676767676767,0,0,0
20423,143,466,76.82,186.14944024993494,186.14944024993494,7.75,41.98,5.08,4.08,6.65,100,72.09,657.58,0.69930069930069,21.6783216783216,9.79020979020979,4.19580419580419,0,0,0
20424,929,3894,145.29,639.410833505403,639.410833505403,20.9,43.92,4.11,6.5,3.76,100,64.36,601.08,0.10764262648008,3.8751345532831,4.30570505920344,3.12163616792249,0,0,0
20425,633,2086,55.79,1134.61193762323,1134.61193762323,19.69,43.75,4.67,5.37,0.77,100,47.64,571.43,0,5.37124802527646,1.73775671406003,11.3744075829383,0,0,0
20426,1600,8593,233.21,686.0769263753698,686.0769263753698,18.96,35,4.65,17.05,9.85,100,58,467.49,0.25015634771732,2.87679799874921,4.0650406504065,1.06316447779862,0,0,0
20427,4596,16518,155.46,2956.387495175608,2956.387495175608,14.89,33.71,NA,26.69,3.31,100,65.56,NA,0,0,0,0,1,0,0
20428,463,1924,160.73,288.06072295153365,288.06072295153365,23.43,38.3,4.7,1.98,3.01,100,85.45,442.8,0.21598272138228,2.37580993520518,1.9438444924406,0.86393088552915,0,0,0
20429,372,1471,52.04,714.8347425057648,714.8347425057648,17.77,41.43,4.49,25.51,2.99,100,90.4,609.6,0,21.505376344086,25.8064516129032,6.98924731182795,0,0,0
20430,117,360,37.06,315.7042633567188,315.7042633567188,20.48,38.98,5.38,4.46,13.75,100,65.43,589.06,0,5.17241379310344,4.3103448275862,0.86206896551724,0,0,0
20431,449,1692,371.28,120.93298858004742,120.93298858004742,8.37,23.33,7.18,17.98,0.71,100,78.04,1356.27,10.2678571428571,30.3571428571428,7.8125,20.5357142857142,1,0,0
20432,287,901,13.19,2175.890826383624,2175.890826383624,10.36,32.51,5.65,0,0,100,28.13,674.32,1.39372822299651,22.2996515679442,8.36236933797909,14.9825783972125,0,0,0
20433,592,2571,34.72,1705.0691244239633,1705.0691244239633,36.94,57.26,3.04,5.32,9.93,100,81.99,862.23,0.33783783783783,17.0608108108108,16.2162162162162,17.3986486486486,0,0,0
20434,1091,4214,36.73,2970.323985842636,2970.323985842636,30.29,50.9,3.48,4.06,0.86,100,81.13,623.35,0,5.04124656278643,3.48304307974335,7.3327222731439,0,0,0
20435,904,3465,84.47,1070.2024387356457,1070.2024387356457,35.59,51.23,3.54,1.01,8.92,100,71.96,936.01,1.10619469026548,16.1504424778761,14.4911504424778,8.62831858407079,0,0,0
20436,291,981,35.45,820.8744710860366,820.8744710860366,29.59,46.25,3.91,98.88,1.33,100,46.38,644.95,0.34364261168384,15.1202749140893,7.21649484536082,11.340206185567,0,0,0
20437,2195,8922,153.06,1434.078139291781,1434.078139291781,26.34,37.32,5.27,2.12,4.84,100,48.77,1051.55,4.92251595259799,9.29808568824065,42.5250683682771,6.79124886052871,1,0,0
20438,415,1635,24.13,1719.8508081226687,1719.8508081226687,27.08,55.59,3.37,3.43,2.39,100,67.36,691.12,0.24096385542168,10.6024096385542,0.96385542168674,11.5662650602409,0,0,0
20439,6010,25130,520.73,1154.1489831582587,1154.1489831582587,19.85,38.83,4.96,27.24,5.77,100,50.24,1512.89,2.02995008319467,24.1098169717138,31.53078202995,11.3643926788685,0,0,0
20440,284,839,114,249.1228070175439,249.1228070175439,27.22,43.11,4.68,2.03,1.79,100,67.61,824.2,0.70422535211267,18.6619718309859,14.0845070422535,0.35211267605633,0,0,0
20441,2067,8795,86.1,2400.6968641114986,2400.6968641114986,27.9,49.93,4.32,5.09,0.99,2.16,50.88,1509.11,5.47480620155038,8.96317829457364,52.7131782945736,2.42248062015503,0,0,0
20442,76,267,48.25,157.51295336787564,157.51295336787564,11.65,31.76,5.29,0,0,100,22.22,1129.94,1.31578947368421,25,22.3684210526315,43.4210526315789,0,0,0
20443,138,472,87.6,157.53424657534248,157.53424657534248,2.49,12.3,6.73,1.69,1.48,100,70.19,857.8,1.44927536231884,13.7681159420289,6.52173913043478,26.0869565217391,0,0,0
20444,121,411,17.92,675.2232142857142,675.2232142857142,11.07,25.35,5.43,9.05,7.3,100,71.62,691.81,0.82644628099173,14.0495867768595,2.4793388429752,3.30578512396694,0,0,0
20445,348,1514,33.59,1036.0226257814825,1036.0226257814825,20.38,32.29,5.28,4.89,2.98,100,52.41,530.44,0,3.16091954022988,0.86206896551724,1.72413793103448,0,0,0
20446,1601,6048,73.02,2192.549986305122,2192.549986305122,19.47,32.5,5.49,19.58,1.08,100,83.51,525.77,0,1.4366021236727,5.74640849469081,1.87382885696439,0,0,0
20447,4240,16340,500.82,846.6115570464439,846.6115570464439,17.52,40.06,4.74,2.3,3.42,100,65,1397.58,2.99598962019344,33.0502476999292,30.3373437131398,22.4581269167256,1,0,0
20448,387,2234,157.53,245.66749190630355,245.66749190630355,21.48,39.29,4.22,2.43,1.08,100,89.02,350.63,0,2.58397932816537,0.25839793281653,0.25839793281653,0,0,0
20449,911,2939,415.7,219.1484243444792,219.1484243444792,15.93,41.17,4.53,7.53,0.48,100,58.1,917.63,1.53677277716794,5.26893523600439,1.64654226125137,16.1361141602634,0,0,0
20450,2712,12683,207.28,1308.3751447317638,1308.3751447317638,26.65,49.11,3.37,18.74,7.02,100,36.15,388.41,0.29498525073746,7.22713864306784,1.36430678466076,0.95870206489675,0,0,0
20451,291,875,85.81,339.12131453210577,339.12131453210577,32.88,51.81,3.69,58.06,6.51,100,89.01,458.61,0.34364261168384,1.71821305841924,2.40549828178694,0,0,0,0
20452,1016,3995,17.61,5769.449176604202,5769.449176604202,24.04,48.19,4.01,2.38,1.78,100,59.52,858.41,2.85433070866141,1.08267716535433,47.1456692913385,5.01968503937007,1,0,0
20453,1110,3708,185.99,596.8062799075219,596.8062799075219,10.06,24.46,6.65,5.41,3.68,100,52.29,1659.41,13.4719710669077,39.6021699819168,46.7450271247739,6.6003616636528,0,0,0
20454,791,2920,70.81,1117.0738596243468,1117.0738596243468,23.62,39.78,4.55,2.92,3.29,100,68.17,697.91,0.25284450063211,8.09102402022756,2.275600505689,0.88495575221238,0,0,0
20455,648,2583,89.84,721.2822796081923,721.2822796081923,15.26,40.01,4.69,9.56,3.91,100,71.2,880.93,1.08024691358024,5.55555555555555,19.9074074074074,14.5061728395061,0,0,0
20456,406,1441,38.7,1049.0956072351419,1049.0956072351419,21.32,43.66,4.65,2.43,1.53,100,68.72,1282.11,3.44827586206896,10.0985221674876,28.8177339901477,24.6305418719211,0,0,0
20457,853,3082,312.09,273.3185939953219,273.3185939953219,15.19,37.26,4.62,4.58,1.62,100,76.04,461.36,0.23446658851113,4.80656506447831,3.51699882766705,2.81359906213364,0,0,0
20459,1443,4371,325.05,443.93170281495156,443.93170281495156,8.14,30.83,6.7,6.96,2.77,100,69.9,1172.41,3.19001386962552,10.7489597780859,35.7836338418862,12.4826629680998,1,0,0
20460,1315,4983,311.08,422.7208435129228,422.7208435129228,17.9,48.48,4.19,9.79,4.22,100,71.82,709.55,0.15232292460015,19.8019801980198,5.4074638233054,13.7852246763137,0,0,0
20458,293,967,204.11,143.55004654353044,143.55004654353044,12.11,30.97,5.94,3.41,4.14,100,71.11,842.67,1.02389078498293,22.8668941979522,2.38907849829351,33.1058020477815,0,0,0
20461,190,518,38.42,494.5340968245705,494.5340968245705,28.29,54.58,3.72,2.9,8.69,100,82.58,594.42,0.52631578947368,5.26315789473684,6.84210526315789,13.1578947368421,0,0,0
20462,1090,4083,110.68,984.8211058908564,984.8211058908564,8.64,26.8,6.72,2.55,1.37,100,57.63,1787.51,2.8440366972477,24.4036697247706,33.9449541284403,23.3027522935779,0,0,0
20463,181,529,100.76,179.6347757046447,179.6347757046447,9.22,40.19,5.04,4.91,0,100,80.8,684.84,0.5524861878453,8.83977900552486,6.62983425414364,10.4972375690607,0,0,0
20464,125,351,46.17,270.7385748321421,270.7385748321421,12.41,44.61,4.67,18.52,1.14,100,76.84,889.32,0,17.6,15.2,20.8,0,0,0
20465,384,1598,122.08,314.5478374836173,314.5478374836173,22.32,41.2,4.4,0.82,1.77,100,29.59,839.94,0,4.6875,2.08333333333333,0.52083333333333,0,0,0
20466,2898,13041,456.05,635.4566385264773,635.4566385264773,34.57,48.48,3.15,32.63,14.49,100,73.81,510.21,0.13807386952019,7.87021056265102,1.69140490162236,6.86917500862961,0,0,0
20467,4954,19201,637.89,776.6229287181176,776.6229287181176,15.43,31.7,6.28,11.7,3.41,45.02,54.66,1819.03,10.1030511214386,29.1776116387148,53.9907051929682,21.6003232976358,1,0,0
20468,3253,14135,618.84,525.6609139680693,525.6609139680693,22.9,47.29,4.24,15.95,2.51,100,70.85,1015.15,0.39963110974485,22.840454964648,8.36151245004611,17.6759913925607,0,0,0
20469,8109,36275,774.14,1047.4849510424472,1047.4849510424472,22.64,37.88,5,4.56,2.74,70.95,63.33,1695.46,6.14490603363007,15.3066271018793,40.0469831849653,14.8367952522255,1,0,0
20470,1459,4886,432.97,336.9748481419036,336.9748481419036,14.78,40.25,4.97,1.17,4.71,100,50.8,1093.56,2.68041237113402,21.7182130584192,18.7628865979381,1.09965635738831,0,0,0
20471,164,498,25.61,640.3748535728231,640.3748535728231,8.8,25.6,6.07,2.21,0.4,100,43.92,889.49,1.82926829268292,7.3170731707317,9.75609756097561,4.26829268292683,0,0,0
20472,1060,3326,263.08,402.9192641021742,402.9192641021742,10.98,29.35,7.35,2.2,3.29,100,53.39,2172.64,6.15530303030303,26.7992424242424,69.6022727272727,13.7310606060606,0,0,0
20473,347,1292,117.28,295.8731241473397,295.8731241473397,7.41,26.47,5.8,0.62,0,100,23.16,697.51,1.15273775216138,23.9193083573487,5.76368876080691,27.3775216138328,0,0,0
20474,940,3284,110.38,851.6035513680015,851.6035513680015,18.2,33.49,6.38,4.45,2.07,100,52.03,1729.69,1.48936170212765,21.8085106382978,22.2340425531914,39.4680851063829,0,0,0
20475,2376,9681,183.82,1292.5688173212925,1292.5688173212925,22.26,36.33,4.77,7.75,1.67,100,67.81,1312.29,2.44107744107744,14.057239057239,83.1649831649831,10.1010101010101,1,0,0
20476,114,393,51.75,220.28985507246378,220.28985507246378,6.89,24.84,6.11,1.27,1.27,100,88.16,1042.91,0,39.4736842105263,8.7719298245614,0,0,0,0
20477,373,1445,198.17,188.22223343593885,188.22223343593885,20.99,47.53,3.77,19.24,5.67,100,52.37,746.01,0.80428954423592,46.9168900804289,10.455764075067,43.1635388739946,0,0,0
20478,605,1785,204.46,295.9013988066125,295.9013988066125,10.97,41.65,4.84,5.71,2.91,100,82.97,839.4,0,26.7768595041322,14.3801652892562,7.93388429752066,0,0,0
20479,74,202,20.45,361.8581907090465,361.8581907090465,11.31,40.83,4.93,1.98,0.99,100,90.2,526.37,1.35135135135135,6.75675675675675,32.4324324324324,1.35135135135135,0,0,0
20066,1596,5327,547.58,291.46426092990976,291.46426092990976,16.2,37.64,5.65,3.94,1.31,100,58.87,1515.17,6.20300751879699,30.1378446115288,64.3483709273183,11.3408521303258,1,0,0
20480,277,877,71.33,388.3359035468947,388.3359035468947,19.88,37.75,5.12,15.28,5.82,100,88.89,638.15,0,3.24909747292418,6.49819494584837,0.72202166064981,0,0,0
