K_ENTIDAD_MUNICIPIO,ANOS_PROMEDIO_DE_ESCOLARIDAD,ANOS_ESPERADOS_DE_ESCOLARIZACIÓN,INGRESOPC_ANUAL,TASA_DE_MORTALIDAD_INFANTIL,INDICE_DE_EDUCACION,INDICE_DE_SALUD,INDICE_DE_INGRESO,IDH
05034,8.02,11.96,4126.47,19.22,0.6,0.85,0.82,0.75
04001,8.06,13.67,2595.79,18.18,0.65,0.86,0.75,0.75
15012,8.82,12.7,2588.01,17.96,0.65,0.86,0.75,0.75
15014,8.63,13.89,2278.08,19.54,0.67,0.85,0.73,0.75
18001,8.09,13.6,2526.81,17.73,0.65,0.86,0.75,0.75
20294,8.57,13.7,2292.62,18.6,0.67,0.86,0.73,0.75
31020,7.62,13.25,2433.68,12.8,0.62,0.91,0.74,0.75
01011,8.38,11.84,2717.38,12.8,0.61,0.91,0.76,0.75
15010,8.33,13.27,2538.76,17.75,0.65,0.86,0.75,0.75
13054,8.4,13.29,1949.83,12.48,0.65,0.91,0.71,0.75
17014,7.85,13.17,2668.61,15.77,0.63,0.88,0.76,0.75
20515,8,13.41,2632.32,17.39,0.64,0.87,0.75,0.75
26071,8.13,13.16,2734.51,17.9,0.64,0.86,0.76,0.75
23003,8.14,11.68,3637.22,16.75,0.6,0.87,0.8,0.75
19010,8.69,11.13,3028.39,13.69,0.6,0.9,0.77,0.75
15118,8.7,12.83,2634.59,18.73,0.65,0.86,0.75,0.75
27012,8.32,13.22,2418.92,16.65,0.64,0.87,0.74,0.75
13055,7.58,13.44,2388.67,13.48,0.63,0.9,0.74,0.75
21091,8.41,13.62,2319.18,18.12,0.66,0.86,0.73,0.75
30011,7.77,13.89,2575.36,18.22,0.65,0.86,0.75,0.75
19012,8.65,11.08,3301.74,15.13,0.6,0.89,0.79,0.75
20418,7.46,14.39,2544.94,18.55,0.65,0.86,0.75,0.75
15115,8.43,13.36,2501.38,18.78,0.65,0.85,0.75,0.75
28024,8.07,13.17,2078.21,12,0.63,0.91,0.72,0.75
31095,7.6,13.26,2602.46,14.74,0.62,0.89,0.75,0.75
26013,7.91,12.76,3094.34,17.71,0.62,0.86,0.78,0.75
13052,8.19,13.5,2503.92,18.28,0.65,0.86,0.75,0.75
29028,8.44,13.15,2282.4,16.23,0.65,0.88,0.73,0.75
30097,7.74,13.45,2849.06,18.51,0.63,0.86,0.77,0.75
19029,8.04,13.2,2985.03,19.9,0.63,0.85,0.77,0.75
10038,8.05,12.74,2518.64,14.53,0.62,0.89,0.75,0.75
16102,8.32,12.16,2772.68,15.33,0.62,0.88,0.76,0.75
14094,8.19,12.34,3018.87,17.2,0.62,0.87,0.77,0.75
20184,8.09,13.17,2412.92,15.92,0.64,0.88,0.74,0.75
31039,6.96,13.08,3440.95,16.49,0.6,0.87,0.79,0.75
01007,8.37,12.51,2471.99,15.06,0.63,0.89,0.74,0.74
13066,7.89,12.3,2483.47,11.4,0.6,0.92,0.74,0.74
28033,8.09,12.07,2936.6,15.02,0.61,0.89,0.77,0.74
30102,8.25,12.96,2789.01,18.96,0.63,0.85,0.76,0.74
29048,8.36,13.13,2202.89,15.41,0.64,0.88,0.73,0.74
14055,7.38,12.63,2855.13,13.1,0.6,0.9,0.77,0.74
07074,7.9,12.86,2746.2,16.37,0.62,0.88,0.76,0.74
18002,7.79,13.04,2740.52,16.58,0.62,0.87,0.76,0.74
21156,8.18,13.03,2490.23,16.69,0.63,0.87,0.75,0.74
16088,8.6,12.74,2611.05,18.68,0.64,0.86,0.75,0.74
06004,7.47,12.89,2744.27,14.23,0.61,0.89,0.76,0.74
13081,7.62,12.98,2470.72,13.32,0.61,0.9,0.74,0.74
30089,7.87,13.32,2356.65,15.3,0.63,0.88,0.74,0.74
07078,8.79,12.64,2532.68,18.71,0.64,0.86,0.75,0.74
11021,7.37,13.23,2648.55,14.54,0.61,0.89,0.75,0.74
19002,6.92,12.5,5239.47,21.57,0.58,0.83,0.86,0.74
16069,7.96,12.35,2691.27,14.17,0.61,0.89,0.76,0.74
15025,8.6,13.1,2364.8,18.48,0.65,0.86,0.74,0.74
10008,7.73,12.68,2450.26,12.53,0.61,0.91,0.74,0.74
19008,8.05,12.89,3288,21.28,0.63,0.83,0.79,0.74
29050,8.24,13.32,2310.98,17.1,0.64,0.87,0.73,0.74
14070,8.13,11.8,3157.99,16,0.6,0.88,0.78,0.74
21074,8.46,13.12,2074.35,15.22,0.65,0.89,0.72,0.74
20539,8.76,13,2177.62,17.34,0.65,0.87,0.72,0.74
26004,7.83,12.01,3116.1,15.13,0.59,0.89,0.78,0.74
14003,8.47,12.98,3034.92,22.5,0.64,0.82,0.78,0.74
26067,7.55,12.9,3156.58,18.07,0.61,0.86,0.78,0.74
29022,8.22,13.35,2087.35,15.22,0.64,0.89,0.72,0.74
20540,8.4,13.53,2250.34,18.56,0.66,0.86,0.73,0.74
03002,7.91,12.38,3633.64,20.41,0.61,0.84,0.8,0.74
17028,8.14,12.31,2563.27,14.45,0.61,0.89,0.75,0.74
22011,8.64,11.59,3244.88,18.66,0.61,0.86,0.79,0.74
32048,7.79,13.57,2414.92,17.09,0.64,0.87,0.74,0.74
19051,7.72,13.04,4190.46,25.04,0.62,0.8,0.82,0.74
22017,7.91,12.44,2768.4,15.6,0.61,0.88,0.76,0.74
20102,8.39,13.61,2527.35,21.53,0.66,0.83,0.75,0.74
29016,8.52,13.61,1927.16,16.6,0.66,0.87,0.71,0.74
24009,8.12,12.94,2974.61,20.71,0.63,0.84,0.77,0.74
31101,7.78,12.63,2868.7,16.76,0.61,0.87,0.77,0.74
26001,7.81,11.83,3330.43,16.14,0.59,0.88,0.79,0.74
14082,8.14,12.91,2870.73,20.05,0.63,0.84,0.77,0.74
31089,7.68,13.34,2588.2,17.51,0.63,0.87,0.75,0.74
20150,8.09,13.01,2371.29,16.45,0.63,0.87,0.74,0.74
14093,7.48,12.27,3365,16.7,0.59,0.87,0.79,0.74
14006,7.85,12.72,2972.45,18.46,0.61,0.86,0.77,0.74
15009,9.19,13.19,2151.91,20.93,0.67,0.84,0.72,0.74
15096,8.07,13.19,2255.16,16.14,0.64,0.88,0.73,0.74
24048,7.45,12.42,2486.56,11.14,0.59,0.92,0.75,0.74
32023,7.47,13.82,2612.6,18.96,0.63,0.85,0.75,0.74
15093,8.47,12.86,2484.68,19.01,0.64,0.85,0.74,0.74
20397,8.31,13.46,2315.39,19.33,0.65,0.85,0.73,0.74
14083,7.86,12.31,2996.36,17.06,0.6,0.87,0.77,0.74
17002,7.97,12.51,2938.22,18.27,0.61,0.86,0.77,0.74
12038,8.18,12.5,2840.39,18.67,0.62,0.86,0.77,0.74
31004,7.21,13.77,2478.59,16.52,0.62,0.87,0.74,0.74
15061,7.88,13.28,2650.85,19.27,0.63,0.85,0.75,0.74
32020,7.71,13.51,2256.59,16.14,0.63,0.88,0.73,0.74
20023,8.01,13.49,2267.33,17.75,0.64,0.86,0.73,0.74
10018,7.38,12.73,2863.95,15.62,0.6,0.88,0.77,0.74
30030,8.72,13.27,2302.74,20.9,0.66,0.84,0.73,0.74
14054,7.28,13.91,2608.27,18.81,0.63,0.85,0.75,0.74
29009,8.44,13.35,1851.2,15.23,0.65,0.89,0.7,0.74
04005,8.01,12.95,2472.95,17.4,0.63,0.87,0.74,0.74
32010,8.07,12.53,2595.83,16.87,0.62,0.87,0.75,0.74
13028,8.69,13.35,2336.66,21.56,0.66,0.83,0.74,0.74
25014,8.01,12.97,2569.69,18.39,0.63,0.86,0.75,0.74
16107,8.04,12.15,2273.76,12.26,0.61,0.91,0.73,0.74
28007,7.55,11.72,3018.76,13.28,0.58,0.9,0.77,0.74
30085,8.26,13.37,2209.45,18.66,0.65,0.86,0.73,0.74
07027,7.76,12.49,2269.93,12.38,0.61,0.91,0.73,0.74
29039,8.25,12.9,2190.38,16.31,0.63,0.88,0.73,0.74
15031,8,12.87,2226.17,15.19,0.62,0.89,0.73,0.74
13067,7.79,13.06,2065.1,13.28,0.62,0.9,0.72,0.74
21015,8.19,12.76,2254.05,16.07,0.63,0.88,0.73,0.74
10036,7.7,12.69,2592.96,15.94,0.61,0.88,0.75,0.74
31023,7.04,13.54,3404.66,21.61,0.61,0.83,0.79,0.74
27002,7.97,12.9,2557.31,18.22,0.62,0.86,0.75,0.74
20005,7.1,13.99,2306.61,16.34,0.63,0.88,0.73,0.74
15120,9.02,13.15,2530.75,24.46,0.67,0.81,0.75,0.74
18004,7.53,12.86,2801.46,17.58,0.61,0.87,0.76,0.74
14095,7.34,12.81,3176.04,18.87,0.6,0.85,0.78,0.74
15089,8.45,13.35,2352.57,21.17,0.65,0.83,0.74,0.74
18015,7.46,12.3,2416.91,11.51,0.59,0.92,0.74,0.74
19033,8.07,13.14,2845.92,22.27,0.63,0.83,0.77,0.74
28014,7.58,11.85,2765.77,13.01,0.58,0.9,0.76,0.74
30115,8.32,12.77,2362.52,18.3,0.63,0.86,0.74,0.74
20413,7.88,12.07,2853.36,16.53,0.6,0.87,0.77,0.74
10001,7.7,12.82,2310.94,14.73,0.61,0.89,0.73,0.74
30124,7.28,12.82,2104.89,10.22,0.6,0.93,0.72,0.74
29058,8.03,13.63,1838.53,15.33,0.65,0.88,0.7,0.74
17026,8.09,12.53,2444.91,16.84,0.62,0.87,0.74,0.74
14121,7.32,12.56,2850.07,15.79,0.59,0.88,0.77,0.74
31051,7.07,13.07,2518.98,14.27,0.6,0.89,0.75,0.74
29023,8.34,13.14,2015.2,17.02,0.64,0.87,0.71,0.74
15011,8.5,13.07,2229.73,19.74,0.65,0.85,0.73,0.74
15100,8.58,13.15,2199.72,20.34,0.65,0.84,0.73,0.74
17032,8.43,13.74,2038.48,20.46,0.66,0.84,0.71,0.74
08058,7.4,12.85,2551.72,15.8,0.6,0.88,0.75,0.74
30208,7.12,13.04,2996.82,18.5,0.6,0.86,0.77,0.74
14058,7.7,12.36,2885.05,17.79,0.6,0.86,0.77,0.74
17010,7.76,12.89,2294.3,15.99,0.62,0.88,0.73,0.74
17018,8.08,12.36,2497.51,17.07,0.61,0.87,0.75,0.74
21019,8.15,12.68,2201.2,16.27,0.62,0.88,0.73,0.74
17024,7.97,12.42,2364.9,15.66,0.61,0.88,0.74,0.73
24007,7.64,13.31,2246.07,16.84,0.62,0.87,0.73,0.73
16045,7.33,12.54,2523.54,14.03,0.59,0.9,0.75,0.73
30045,7.61,13.08,2516.29,18.16,0.62,0.86,0.75,0.73
18013,7.2,13.43,2499.99,17.37,0.61,0.87,0.75,0.73
20553,7.99,12.34,2565.62,17.3,0.61,0.87,0.75,0.73
15084,7.82,12.91,2191.55,15.67,0.62,0.88,0.73,0.73
20551,7.89,13.02,2561.83,19.84,0.62,0.85,0.75,0.73
08052,7.87,11.06,3025.72,13.8,0.57,0.9,0.77,0.73
32047,7.61,12.96,2291.71,15.81,0.61,0.88,0.73,0.73
15023,8.47,12.77,2404.29,20.65,0.64,0.84,0.74,0.73
18016,7.53,13.19,2429.06,17.73,0.62,0.86,0.74,0.73
30109,7.27,13.43,1902.22,12.08,0.62,0.91,0.7,0.73
17025,8,12.88,2484.6,19.46,0.62,0.85,0.74,0.73
31065,6.86,12.35,3140.53,15.22,0.57,0.89,0.78,0.73
19028,7.52,11.84,4269.97,22.5,0.58,0.82,0.83,0.73
31002,6.96,12.96,2593.66,15.05,0.59,0.89,0.75,0.73
20565,8.15,12.76,2490.5,20.04,0.63,0.84,0.75,0.73
13065,7.83,12.54,2280.76,15.45,0.61,0.88,0.73,0.73
08045,7.79,11.86,2857.17,16.65,0.59,0.87,0.77,0.73
08016,7.56,12.82,2391.47,16.32,0.61,0.88,0.74,0.73
20078,7.39,13.4,2376.89,17.94,0.62,0.86,0.74,0.73
20295,7.63,13.61,2174.5,18.37,0.63,0.86,0.72,0.73
28043,7.96,12.67,2419.1,18.26,0.62,0.86,0.74,0.73
26011,7.28,12.73,2425.2,14.72,0.6,0.89,0.74,0.73
32005,7.97,12.01,2313.37,14.37,0.6,0.89,0.73,0.73
16066,7.76,12.4,2082.86,12.85,0.6,0.91,0.72,0.73
12014,8.1,13.21,2401.65,21.46,0.64,0.83,0.74,0.73
31083,6.73,13.22,2594.84,15.6,0.59,0.88,0.75,0.73
01008,7.95,12.33,2272.73,15.59,0.61,0.88,0.73,0.73
13029,7.49,12.72,2664.29,18.14,0.6,0.86,0.76,0.73
20077,8.21,13,2337.03,20.66,0.63,0.84,0.74,0.73
27017,7.52,13.03,2506.39,18.75,0.61,0.86,0.75,0.73
08013,7.35,12.59,2697.05,17.21,0.59,0.87,0.76,0.73
31102,7.14,13.51,2659.02,20.06,0.61,0.84,0.76,0.73
04008,7.57,13.23,2600.88,20.71,0.62,0.84,0.75,0.73
27009,7.76,13.03,2092.12,16.32,0.62,0.88,0.72,0.73
24042,7.45,13.45,1981.11,15.41,0.62,0.88,0.71,0.73
26020,7.27,12.06,3310.35,18.48,0.58,0.86,0.79,0.73
17013,7.99,12.62,2412.65,18.87,0.62,0.85,0.74,0.73
30174,7.51,13.36,2484.88,20.25,0.62,0.84,0.74,0.73
32024,7.85,12.8,2006.89,15.07,0.62,0.89,0.71,0.73
15110,7.82,12.58,2072.41,14.56,0.61,0.89,0.72,0.73
14110,7.42,13.2,2266.06,17.18,0.61,0.87,0.73,0.73
22012,7.66,12.09,2951.46,18.77,0.59,0.86,0.77,0.73
14008,6.91,11.81,3218.87,14.68,0.56,0.89,0.78,0.73
15122,8.01,12.6,2215.98,17.26,0.62,0.87,0.73,0.73
18003,6.77,12.7,2257.37,10.98,0.58,0.92,0.73,0.73
14024,7.29,12.89,2807.54,19.58,0.6,0.85,0.76,0.73
30059,6.68,12.68,2120.44,8.82,0.57,0.94,0.72,0.73
15048,7.99,13.76,2138.87,21.6,0.65,0.83,0.72,0.73
32052,7.9,12.78,2249.19,17.97,0.62,0.86,0.73,0.73
06008,7.41,12.33,2451.81,14.94,0.59,0.89,0.74,0.73
20472,7.35,13.92,2172.64,19.5,0.63,0.85,0.72,0.73
31070,6.72,12.96,3359.57,20.38,0.58,0.84,0.79,0.73
19034,7.76,11.49,3019.84,17.3,0.58,0.87,0.77,0.73
14108,8.04,13.01,2555.57,22.59,0.63,0.82,0.75,0.73
13009,7.84,12.64,2235.65,17.19,0.61,0.87,0.73,0.73
30074,8.18,13.5,2018.57,20.72,0.65,0.84,0.71,0.73
26044,6.81,11.81,4793.93,22.04,0.55,0.83,0.84,0.73
15068,8.57,12.87,1971.35,19.52,0.64,0.85,0.71,0.73
19045,8.19,10.95,3362.78,19.5,0.58,0.85,0.79,0.73
31026,6.68,13.2,2581.05,16.37,0.59,0.88,0.75,0.73
15046,8.21,12.83,2589.77,23.1,0.63,0.82,0.75,0.73
21034,8.01,12.76,2074.26,17.27,0.62,0.87,0.72,0.73
26062,6.78,11.81,4076.49,19.17,0.55,0.85,0.82,0.73
08055,7.16,12.26,2790.42,16.34,0.58,0.88,0.76,0.73
05009,8.12,12.65,2895.61,24.19,0.62,0.81,0.77,0.73
20215,7.78,13.63,1890.95,18.03,0.64,0.86,0.7,0.73
28015,7.52,11.88,2872.77,17.23,0.58,0.87,0.77,0.73
25004,7.43,13.19,2533.6,20.4,0.61,0.84,0.75,0.73
27006,7.78,12.62,2256.5,17.45,0.61,0.87,0.73,0.73
31052,7.13,12.78,2507.01,16.74,0.59,0.87,0.75,0.73
31028,7.49,12.27,2242.6,13.97,0.59,0.9,0.73,0.73
12011,7.27,12.77,2069.03,13.37,0.6,0.9,0.72,0.73
10022,7.17,12.93,2262.75,15.66,0.6,0.88,0.73,0.73
14111,6.91,11.82,2942.49,14.1,0.56,0.89,0.77,0.73
14053,7.4,12.19,2935.93,18.88,0.59,0.85,0.77,0.73
30133,7.68,12.63,2364.2,18.19,0.61,0.86,0.74,0.73
01004,7.89,12.44,2303.15,18.06,0.61,0.86,0.73,0.73
30205,7.52,13.46,2352.01,21.11,0.62,0.84,0.74,0.73
29040,7.91,13.37,2005.21,19.51,0.64,0.85,0.71,0.73
07086,6.96,12.8,1982.38,11.15,0.59,0.92,0.71,0.73
19005,7.51,12.36,2913.06,20.41,0.59,0.84,0.77,0.73
13005,7.1,12.8,2522.68,17.31,0.59,0.87,0.75,0.73
32019,7.38,12.29,2411.8,15.51,0.59,0.88,0.74,0.73
14047,7.03,12.35,2723.49,16.26,0.58,0.88,0.76,0.73
20499,8.31,12.89,1876.82,18.16,0.63,0.86,0.7,0.73
17004,7.75,12.41,2338.92,17.66,0.6,0.86,0.74,0.73
29060,8.36,13.1,1656.48,16.72,0.64,0.87,0.68,0.73
26052,7.59,12.08,3110.88,21,0.59,0.84,0.78,0.73
21090,7.91,12.84,2098.25,18.33,0.62,0.86,0.72,0.73
26006,7.28,11.94,3174.03,18.98,0.57,0.85,0.78,0.73
29021,7.63,12.62,2081.34,15.59,0.6,0.88,0.72,0.73
30003,7.59,13,2263.38,18.93,0.61,0.85,0.73,0.73
17021,7.98,12.52,2473.83,20.75,0.61,0.84,0.74,0.73
21071,7.69,13.6,2177.32,21.39,0.63,0.83,0.72,0.73
29035,7.92,12.61,1776.49,13.87,0.61,0.9,0.69,0.73
15059,8.68,12.73,2331.41,24.18,0.64,0.81,0.74,0.73
10032,7.2,12.49,2720.13,18.41,0.59,0.86,0.76,0.73
30123,7.37,13.14,2283.83,18.87,0.61,0.85,0.73,0.73
30021,7.06,12.44,1947.96,10.13,0.58,0.93,0.71,0.73
14018,7.37,12.29,2836.69,19.44,0.59,0.85,0.76,0.73
11011,7.5,12.2,2702.95,18.92,0.59,0.85,0.76,0.72
05015,7.03,11.92,3538.31,20.07,0.57,0.84,0.8,0.72
29055,7.78,13.51,1725.3,17.05,0.63,0.87,0.69,0.72
05017,8.16,11.99,2824.84,22.57,0.61,0.82,0.76,0.72
15090,7.83,12.58,2070.65,17.18,0.61,0.87,0.72,0.72
20006,7.66,12.99,2318.01,20.47,0.62,0.84,0.73,0.72
07068,6.97,12.69,2080.3,12.88,0.58,0.91,0.72,0.72
26026,8.13,12.96,2245.15,22.32,0.63,0.82,0.73,0.72
07019,7.14,12.08,2210.52,12.29,0.57,0.91,0.73,0.72
11044,7.8,12.48,2457.53,20.37,0.61,0.84,0.74,0.72
21085,7.49,12.8,2214.21,17.98,0.61,0.86,0.73,0.72
16076,7.48,12.14,2656.39,18.63,0.59,0.86,0.75,0.72
32013,7.43,12.49,2130.35,15.49,0.59,0.88,0.72,0.72
10024,7.29,12.79,2308.33,17.89,0.6,0.86,0.73,0.72
05038,7.75,11.42,3000.36,19.25,0.58,0.85,0.77,0.72
29011,7.89,12.85,1726.28,15.3,0.62,0.88,0.69,0.72
29013,7.92,12.02,2161.22,16.53,0.6,0.87,0.72,0.72
13064,7.47,13.15,2157.86,19.29,0.61,0.85,0.72,0.72
31009,6.78,13.88,2473.67,21.57,0.61,0.83,0.74,0.72
26012,7.7,12.46,2366.57,19.25,0.6,0.85,0.74,0.72
20318,7.52,12.28,2553.48,19.05,0.59,0.85,0.75,0.72
12015,6.8,13.14,2288.44,16.77,0.59,0.87,0.73,0.72
17030,8,12.41,2159.65,19,0.61,0.85,0.72,0.72
12050,7.44,12.78,2326.7,19.29,0.6,0.85,0.73,0.72
06009,7.06,11.73,2884.79,16.4,0.56,0.88,0.77,0.72
25010,7.54,13.31,2284.97,21.89,0.62,0.83,0.73,0.72
21117,7.67,12.17,2325,17.92,0.59,0.86,0.73,0.72
20339,7.85,14.21,1672.98,21.02,0.66,0.84,0.69,0.72
30186,7.82,13.75,1860.85,21.24,0.64,0.83,0.7,0.72
25018,7.28,12.04,2867.56,19.46,0.58,0.85,0.77,0.72
15107,7.32,12.83,2469.52,20.44,0.6,0.84,0.74,0.72
26057,6.67,12.55,3828.04,23.95,0.57,0.81,0.81,0.72
08039,7.49,12.69,2276.34,19.25,0.6,0.85,0.73,0.72
12061,8,13.48,2212.56,24.81,0.64,0.8,0.73,0.72
13019,7.36,13.25,1782.4,15.89,0.61,0.88,0.69,0.72
30014,7.6,12.85,2229.68,20.31,0.61,0.84,0.73,0.72
05005,6.64,11.55,5573.83,25.69,0.54,0.8,0.87,0.72
20421,7.38,13.39,1908.58,18.32,0.62,0.86,0.71,0.72
31061,6.44,12.03,3034.29,15.85,0.55,0.88,0.78,0.72
30207,6.87,12.41,2111.31,12.87,0.57,0.91,0.72,0.72
15038,7.56,12.69,2320.5,20.28,0.6,0.84,0.73,0.72
28018,7.33,12.81,2166.7,18.13,0.6,0.86,0.72,0.72
26072,7.5,12.67,2333.19,20.06,0.6,0.84,0.74,0.72
16108,7.63,11.34,2749.01,17.82,0.57,0.86,0.76,0.72
14041,6.32,13.5,2839.96,21.31,0.59,0.83,0.77,0.72
14085,6.83,11.99,3091.01,18.59,0.56,0.86,0.78,0.72
14073,7.14,11.47,2704.68,15.23,0.56,0.89,0.76,0.72
30192,6.61,12.67,2098.16,12.78,0.57,0.91,0.72,0.72
10004,7.27,12.29,2335.19,17.23,0.58,0.87,0.74,0.72
15016,7.5,13.21,2103.15,20.64,0.62,0.84,0.72,0.72
05024,8.61,12.45,2817.38,28.69,0.63,0.77,0.76,0.72
24011,7.1,12.5,2470.65,18.52,0.58,0.86,0.74,0.72
31005,6.35,12.68,2822.21,17.8,0.56,0.86,0.76,0.72
15088,7.8,12.59,2172.09,20.3,0.61,0.84,0.72,0.72
24005,7.28,12.33,2444.04,18.67,0.59,0.86,0.74,0.72
31106,6.84,13.58,2048.45,18.37,0.61,0.86,0.72,0.72
27016,7.23,12.04,2587.12,18.23,0.58,0.86,0.75,0.72
32034,6.78,13,2036.11,15.26,0.59,0.88,0.71,0.72
10020,7.15,12.46,2230.21,16.76,0.58,0.87,0.73,0.72
19037,7.14,12.2,3336.2,23.52,0.58,0.81,0.79,0.72
14103,7.11,12.16,2634.51,18.67,0.57,0.86,0.75,0.72
27003,7.95,13.15,1964.9,21.89,0.63,0.83,0.71,0.72
20096,8.18,12.5,1802.16,18.42,0.62,0.86,0.7,0.72
20508,7.26,13.75,1897.54,20.24,0.62,0.84,0.7,0.72
26005,7.52,11.77,3601.62,25.26,0.58,0.8,0.8,0.72
24024,7.19,12.7,2438.03,20.35,0.59,0.84,0.74,0.72
26059,7.61,11.4,2406.56,16.25,0.57,0.88,0.74,0.72
16051,7.03,11.82,2622.91,16.71,0.56,0.87,0.75,0.72
29027,7,12.27,2516.01,17.92,0.57,0.86,0.75,0.72
07009,7.39,12.73,2148.28,19.08,0.6,0.85,0.72,0.72
15101,8.37,13.09,2160.35,25.89,0.64,0.79,0.72,0.72
14012,6.74,12.25,3159.26,21.05,0.56,0.84,0.78,0.72
19016,6.85,11.25,4896.57,24.74,0.54,0.8,0.85,0.72
12055,7.65,12.97,2024.78,20.71,0.62,0.84,0.71,0.72
14007,7.26,12.81,2216,19.77,0.6,0.85,0.73,0.72
30145,7.5,12.83,2262.03,21.63,0.61,0.83,0.73,0.72
19032,7.06,11.91,3269.71,22.16,0.57,0.83,0.79,0.72
26009,6.58,11.72,4409.58,23.84,0.54,0.81,0.83,0.72
30139,5.85,12.68,2413.51,12.6,0.55,0.91,0.74,0.72
14102,6.81,12.31,2791.76,19.7,0.57,0.85,0.76,0.72
21003,7.51,12.92,1880.08,18.4,0.61,0.86,0.7,0.72
15043,7.9,12.45,2135.5,21.1,0.61,0.84,0.72,0.72
31040,6.67,12.76,2430.72,18.44,0.58,0.86,0.74,0.72
20505,6.77,14.07,2030.14,21.38,0.62,0.83,0.71,0.72
13084,7.38,12.68,2252.45,20.6,0.6,0.84,0.73,0.72
16112,7.66,12.72,2170.82,21.53,0.61,0.83,0.72,0.72
05033,7.72,12.49,2050.32,19.72,0.6,0.85,0.72,0.72
11032,7.38,12.9,2547.25,24.13,0.6,0.81,0.75,0.72
32050,7.31,12.62,1874.56,16.18,0.59,0.88,0.7,0.72
30069,7.58,13.43,1945.39,22.18,0.63,0.83,0.71,0.72
18014,6.93,12.85,2536.12,21.58,0.59,0.83,0.75,0.72
05037,7.38,11.64,2597.97,18.94,0.57,0.85,0.75,0.71
08001,6.86,11.28,2791.17,15.37,0.54,0.88,0.76,0.71
24008,6.91,12.22,2435.41,17.71,0.57,0.86,0.74,0.71
08025,7.19,12.12,2446.41,19.03,0.58,0.85,0.74,0.71
26031,6.71,12.12,2827.82,19.16,0.56,0.85,0.76,0.71
31038,6.73,12.68,2565.16,20.05,0.58,0.84,0.75,0.71
21143,7.56,12.59,1841.61,17.48,0.6,0.87,0.7,0.71
30196,6.98,12.87,2196.37,19.27,0.59,0.85,0.73,0.71
32022,7.6,12.26,1971.73,17.8,0.59,0.86,0.71,0.71
24016,7.11,12.55,2273,19.38,0.59,0.85,0.73,0.71
20062,7.15,13.44,1914.52,20.19,0.61,0.84,0.71,0.71
19013,7.28,11.16,3215.16,20.62,0.55,0.84,0.78,0.71
18010,7.14,12.71,2201.55,19.74,0.59,0.85,0.73,0.71
31079,6.88,12.46,2589.98,20.39,0.58,0.84,0.75,0.71
30134,7.07,12.7,2232.77,19.66,0.59,0.85,0.73,0.71
20068,7.43,13.03,2312.31,23.85,0.61,0.81,0.73,0.71
14088,7.25,12.08,2474.69,19.89,0.58,0.85,0.74,0.71
10013,6.74,11.29,2831.16,15.52,0.54,0.88,0.76,0.71
10039,7.41,10.85,2523.09,15.13,0.55,0.89,0.75,0.71
08044,7.05,12.35,2243.72,18.08,0.58,0.86,0.73,0.71
04004,7.06,12.16,2354.83,18.21,0.57,0.86,0.74,0.71
31054,6.35,13.36,2296.13,19.41,0.58,0.85,0.73,0.71
20053,6.89,13.82,2034.77,22.01,0.61,0.83,0.71,0.71
30126,6.8,12.7,2312.08,19.06,0.58,0.85,0.73,0.71
07008,6.57,12.19,1917.55,10.92,0.56,0.92,0.71,0.71
21154,7.37,12.76,1939.45,19.01,0.6,0.85,0.71,0.71
04007,7.24,12.5,2102.97,18.79,0.59,0.85,0.72,0.71
14089,6.9,12.42,2573.34,20.74,0.57,0.84,0.75,0.71
22007,7.02,12.07,2428.13,18.7,0.57,0.86,0.74,0.71
27008,7.45,12.54,2183.29,21.22,0.6,0.83,0.73,0.71
01009,7.24,12.35,2176.88,19.12,0.58,0.85,0.72,0.71
29025,7.06,12.12,2448.33,19.4,0.57,0.85,0.74,0.71
10017,7.34,12.95,2253.72,23.09,0.6,0.82,0.73,0.71
26022,6.81,11.75,3471.76,22.87,0.55,0.82,0.8,0.71
14004,7.22,13,2070.94,21.03,0.6,0.84,0.72,0.71
30082,7.2,12.37,2437.59,21.4,0.58,0.83,0.74,0.71
19020,7.19,11.04,3179.42,20.12,0.55,0.84,0.78,0.71
30211,7.21,12.54,2150.75,19.75,0.59,0.85,0.72,0.71
31007,6.52,12.15,2439.11,16.39,0.55,0.88,0.74,0.71
08028,6.62,12.77,2396.3,19.82,0.58,0.85,0.74,0.71
12064,6.23,12.4,1901.06,10.61,0.55,0.92,0.7,0.71
15067,7.14,12.31,2071.79,17.72,0.58,0.86,0.72,0.71
26060,6.66,11.56,2982.74,18.58,0.54,0.86,0.77,0.71
14079,7.06,12.76,2398.24,22.49,0.59,0.82,0.74,0.71
21204,7.82,13.77,1605.3,22.71,0.64,0.82,0.68,0.71
14013,6.9,11.84,2821.7,20.52,0.56,0.84,0.76,0.71
12044,6.65,12.65,1815.06,13.84,0.57,0.9,0.7,0.71
21097,8.07,13.42,1442.44,20.2,0.64,0.84,0.66,0.71
15065,8.03,13.06,2209,27.43,0.63,0.78,0.73,0.71
07002,7.23,13.05,1903.63,20.29,0.6,0.84,0.7,0.71
14124,6.69,10.93,3130.24,16.72,0.53,0.87,0.78,0.71
17017,7.59,12.34,2143.06,21.51,0.6,0.83,0.72,0.71
21208,7.35,13.42,1881.35,22.39,0.62,0.82,0.7,0.71
