HOGARES,POBLACION,PO2SM,IM,SUPERFICIE,INFRA_INDEX,ALL_ACCESS,NUM_OPS,DENS_HOGS,PEN_CLASS
1575,5811,60.48,-0.158,108.47,-0.28,110,1,1452.0143818567346,0
636,2191,54.15,-0.065,71.71,-0.37,0,0,886.9055919676475,0
2552,8887,68.96,-0.065,654.34,0.08,448,2,390.01130910535807,1
1891,7224,59.1,-0.397,101.47,0,174,1,1863.6050064058343,0
1194,3992,77.94,0.625,290.75,-0.32,0,0,410.6620808254514,0
1356,4580,70.77,0.234,128.81,0.58,5,1,1052.7132986569366,0
588,2519,59.1,1.262,356.26,-0.31,0,0,165.04799865266938,0
2066,7836,63,-0.251,602.87,0.45,206,1,342.69411315872406,0
1166,3886,73.72,0.319,542.54,-0.19,0,0,214.91502930659493,0
639,3015,70.65,0.725,114.65,-0.12,0,0,557.348451809856,0
1120,4583,63.13,1.09,443.49,-0.58,0,0,252.54233466369027,0
872,3153,66.93,0.663,169.41,-0.12,0,0,514.7275839678886,0
7791,36881,66.42,1.523,1398.49,-0.65,881,2,557.1008730845411,1
1675,8371,76.52,0.915,469.96,-0.69,0,0,356.4133117712146,0
1222,4468,46.84,-0.342,44.27,-0.01,223,1,2760.334312175288,0
908,4166,83.97,1.528,473.8,-0.56,0,0,191.64204305614183,0
1319,4691,52.95,-0.179,292.86,0.25,0,0,450.3858498941473,0
832,3308,78.84,1.004,83.84,0.21,0,0,992.3664122137404,0
3086,11141,39.66,-1.071,63.34,0.59,1062,2,4872.118724344806,2
379,1572,61.52,0.463,135.9,-0.25,0,0,278.8815305371597,0
1368,5181,61.24,0.395,93.48,-0.16,0,0,1463.4146341463413,0
1236,5357,77.59,0.181,79.91,-0.03,0,0,1546.7400825929171,0
1076,3662,60.38,-0.164,174.11,-0.05,111,1,618.0001148699098,0
2430,8176,59.85,-0.73,207.53,0.69,355,2,1170.9150484267334,1
804,2744,55.58,-0.247,432.25,0.49,0,0,186.00347021399654,0
1865,6120,68.57,-0.341,506.47,0.3,92,1,368.23503860050937,0
953,3783,69.99,0.967,309.56,-0.26,0,0,307.8563121850368,0
723,2609,78.71,0.753,133.41,-0.14,0,0,541.9383854283786,0
3873,16071,66.3,0.761,735.28,-0.32,431,2,526.7381133717768,1
5061,20152,61.85,0.366,586.31,0.12,228,1,863.19523801402,0
1485,6089,61.56,0.723,94.91,-0.49,0,0,1564.6401854388369,0
1628,5976,57.55,0.643,120.65,-0.3,211,1,1349.357646083713,0
1978,7670,62.96,0.168,199.81,-0.05,0,0,989.9404434212502,0
1528,5218,70.28,0.493,197.57,-0.14,0,0,773.3967707647922,0
7873,32475,60.72,-0.083,839.64,-0.06,776,1,937.6637606593303,1
1034,4073,58.13,-0.153,136.76,-0.06,0,0,756.0690260310032,0
7104,26801,63.64,-0.116,458.75,0.01,1548,2,1548.5558583106267,1
24945,96317,44.75,-0.953,102.49,0.55,1370,2,24338.959898526686,1
1576,5455,59.44,0.478,199.68,-0.41,0,0,789.2628205128206,0
775,3119,72.44,0.688,137.35,-0.32,0,0,564.2519111758281,0
1811,7187,69.82,0.325,355.84,-0.15,0,0,508.9366007194245,0
689,2515,68.94,0.095,157.74,-0.3,0,0,436.7947254976543,0
840,3210,76.75,0.664,100.43,-0.03,0,0,836.4034651000698,0
1378,5637,73.4,0.573,126.55,0.05,0,0,1088.897668905571,0
5654,22619,57.24,0.299,910.84,0.14,372,1,620.7456853014799,0
855,3700,71.37,2.019,93.62,-0.2,2169,1,913.266396069216,5
257826,892363,34.56,-1.477,882.71,1.87,229235,3,29208.460309727998,3
866,3218,54.14,-0.31,47.22,-0.09,0,0,1833.968657348581,0
9651,36097,51.13,-0.366,320.6,-0.07,2126,2,3010.2932002495318,1
3141,12722,67.47,-0.171,397.34,0.21,571,1,790.5068706900892,0
787,2837,60.87,0.056,71.64,-0.45,0,0,1098.5482970407593,0
1715,6789,51.81,0.327,259.39,-0.14,0,0,661.1665831373608,0
7358,31202,69.67,0.182,863.16,0.59,1902,1,852.4491403679503,1
2232,7792,73.39,0.069,665.27,0.26,292,1,335.50287853052146,0
6061,25264,65.33,0.267,1055.04,0.5,974,1,574.4805884137095,0
16020,59122,39.79,-1.058,771.83,1.32,12397,3,2075.586592902582,3
295,963,66.67,0.279,103.46,0.43,0,0,285.1343514401701,0
978,3502,58.13,-0.129,337.56,0.84,260,1,289.72627088517595,0
1294,4819,61.97,0.272,198.78,-0.13,0,0,650.970922628031,0
1301,5119,67.22,0.095,160.64,-0.38,0,0,809.8854581673309,0
599,1945,60.49,-0.324,452.11,0.4,0,0,132.48988078122582,0
436,1678,61.17,0.149,26.16,-0.49,0,0,1666.6666666666667,0
980,4047,68.81,0.39,513.82,0.11,23,1,190.72827060059942,1
2501,9724,46.76,-0.182,178.12,-0.42,0,0,1404.1095890410957,0
949,3088,66,0.005,134.27,-0.18,0,0,706.7848365234229,0
2210,8902,59.51,0.582,545.94,0.11,0,0,404.806388980474,0
1161,3918,70.34,0.023,307.22,0.21,0,0,377.90508430440724,0
459,1710,52.31,0.198,221.56,-0.73,0,0,207.16735872901245,0
528,1762,63.32,-0.289,87.91,-0.09,0,0,600.614264588784,0
1111,5111,73.45,1.07,241.41,-0.2,0,0,460.2129157864215,0
986,3641,66.84,0.239,102.49,-0.33,0,0,962.0450775685434,0
1464,6551,70.7,0.662,224.61,0.34,0,0,651.7964471751035,0
4415,17609,57.3,0.296,367.53,-0.31,149,1,1201.2624819742607,0
724,2616,70.43,0.612,199.62,-0.41,0,0,362.6891093076846,0
1065,3786,64.5,0.288,79.79,-0.09,0,0,1334.7537285374106,0
10538,42440,63.85,-0.047,2768.42,0.41,1686,1,380.6503348480361,0
2521,10232,66.41,0.152,280.98,0.27,100,1,897.2168837639689,0
701,3216,73.87,0.848,273.13,-0.65,0,0,256.6543404239739,0
1165,3704,62.58,-0.292,57.95,0.09,190,1,2010.3537532355479,0
539,1778,56.14,-0.342,65.17,0.03,330,1,827.0676691729323,2
1833,7210,71.43,0.311,337.57,0.03,250,2,542.9984892022395,1
3836,15503,75.24,0.882,706.56,-0.64,452,2,542.9121376811595,1
666,2134,67.4,0.715,108.7,0.06,0,0,612.6954921803127,0
1312,5124,75.46,0.905,336.86,-0.45,0,0,389.47930891171404,0
560,1916,59.72,0.272,77.86,-0.2,0,0,719.2396609298742,0
9808,40161,60.22,-0.448,339.92,0.8,2511,1,2885.3847964226875,1
1660,7362,56.23,0.727,134.57,-0.54,0,0,1233.5587426618117,0
2830,11942,66.67,0.204,470.52,0.11,288,1,601.462212020743,0
1708,7157,75.31,1.503,502.37,-0.79,0,0,339.98845472460533,0
4693,17787,52.06,-0.692,172.27,0.44,982,1,2724.2119928019965,0
1200,4813,73.35,0.953,230.21,-0.23,0,0,521.2631944746101,0
1444,5407,57.96,-0.201,70.9,-0.33,0,0,2036.6713681241183,0
20302,77621,63.9,0.245,3884.85,0.19,4592,2,522.5941799554681,1
985,3522,69.13,0.713,413.23,-0.06,0,0,238.36604312368414,0
3594,14784,66.82,0.357,765.59,0.11,340,1,469.4418683629618,0
917,4056,64.05,1.036,187.67,-0.87,0,0,488.6236478925774,0
971,3682,62.09,0.12,130.81,-0.21,29,1,742.2979894503478,0
14585,55261,52.78,-0.615,349.58,0.34,4561,3,4172.149436466617,2
19850,80313,58.9,0.089,1077.33,0.18,8726,3,1842.518077098011,2
807,3482,59.35,0.506,110.77,-0.37,0,0,728.536607384671,0
3582,15203,57.14,1.166,1474.23,-0.35,0,0,242.97429844732505,0
841,3109,59.15,-0.303,49.5,-0.09,1,1,1698.9898989898988,1
647,2227,64.98,0.087,131.77,-0.37,0,0,491.0070577521439,0
1732,6086,66.67,-0.322,292.84,0.41,486,1,591.4492555661795,0
1182,4738,48.32,-0.253,202.49,-0.05,0,0,583.7325300014816,0
812,2427,46.18,-0.46,281.23,-0.11,99,1,288.7316431390676,0
1095,3990,42.7,-0.658,328.82,0.51,300,1,333.0089410619792,0
11651,45204,45.78,-1.142,387.44,0.53,4358,1,3007.1753045632872,1
2242,8393,58.82,-0.903,449.47,0.42,372,1,498.8097092130731,0
3062,11416,43.94,-0.62,900.9,0.29,199,2,339.88233988233986,1
3486,12944,35.71,-1.042,2418.24,0.78,666,2,144.15442635966656,1
2992,12590,63.54,-0.523,324.38,0.04,652,1,922.3749922929898,0
414,1160,49.43,-0.288,353.58,-0.55,0,0,117.08807059222808,0
730,2455,68.27,0.269,623.86,-0.71,0,0,117.0134325008816,0
60446,230865,47.41,-1.02,5092.47,0.93,20033,3,1186.9682099256352,1
1991,8185,53.07,-0.058,794.78,-0.58,0,0,250.50957497672312,0
1676,6325,46.75,-0.719,197.71,0.06,0,0,847.7062364068585,0
5604,21809,57.26,-0.371,5023.01,-0.04,839,1,111.56657064190594,0
5852,23192,69.05,-0.154,442.07,0.05,726,1,1323.772253263058,0
50644,187918,29.19,-1.658,817.02,1.75,13071,2,6198.624268683753,1
1162,4084,58.45,-0.462,372.3,0.11,265,1,312.1138866505506,0
6560,24093,52.84,-0.828,717.87,0.64,2522,1,913.8144789446557,0
17146,59125,53.96,-1.094,1543.36,1.12,8695,3,1110.9527265187642,2
1060,4275,58.48,0.415,1201.89,-0.91,0,0,88.19442711063408,0
5722,21806,58.08,-0.936,623.59,0.59,2110,1,917.5900832277617,0
3880,12627,46.63,-1.043,338.58,0.95,1753,1,1145.9625494713216,0
12363,53441,55.47,-0.82,429.12,0.41,3350,1,2881.0123042505593,0
3249,13292,58.12,-0.71,176.88,0.21,708,1,1836.8385345997285,0
4492,17457,51.48,0.113,12116.57,-0.28,180,1,37.07319810804543,0
845,2938,53.01,-0.164,1881.41,-0.8,0,0,44.913123667887376,0
687,2484,35.71,-0.336,486.49,-0.08,0,0,141.21564677588438,0
5818,23827,54.56,-0.97,1105.83,0.43,1462,2,526.1206514563722,1
728,2404,54.43,-0.606,161.81,0.6,193,1,449.9103887275199,0
2815,9129,50.41,-0.504,1608.04,0.62,519,1,175.05783438222932,0
3306,12354,34.78,-1.32,180.92,0.92,1224,2,1827.326995357064,1
1220,3947,41.69,-0.688,540.25,0.42,372,1,225.82137899120775,0
8022,27750,46.81,-0.967,877.65,0.59,2201,1,914.0317894377031,1
4078,16864,54.87,-0.371,408.48,-0.02,187,1,998.3352918135527,0
10315,43471,60.71,-0.519,644.81,0.18,2176,2,1599.6960344907802,1
4636,17647,50.18,-0.422,586.13,-0.25,99,1,790.9508129595823,0
18940,73151,60.85,-0.014,3168.84,-0.37,951,1,597.6950556039434,0
17151,63880,50.8,-0.931,1838.7,0.76,5743,1,932.778593571545,1
5499,22278,65.16,-0.355,1414.98,-0.08,374,1,388.62740109400835,0
776,2656,51.32,-0.435,278.35,0.07,201,2,278.78570145500265,1
16865,62433,46.18,-0.801,3602.17,0.33,3617,2,468.1900076898092,1
370,1329,59.53,-0.298,199.6,0.15,0,0,185.37074148296594,0
4095,15484,59.53,-0.649,410.19,0.46,1106,1,998.3178527024062,0
2678,8855,53.95,-0.463,544.44,0.33,587,1,491.8815663801337,0
2198,7071,62.78,-0.281,724.53,0.29,271,1,303.3690806453839,0
1624,5378,44.32,-0.839,679.47,0.95,489,1,239.0098164746052,0
7484,26645,47.96,-0.975,745.96,0.67,2480,1,1003.2709528661053,0
4435,19413,46.5,-0.915,220.81,0.09,1014,1,2008.5141071509445,0
908,2884,34.7,-0.747,307.11,0.87,254,1,295.6595356712578,0
9049,32606,50.75,-0.443,5708.36,0.25,2225,1,158.52188719702332,0
2379,9796,42.82,-0.691,159.97,0.13,22,1,1487.1538413452522,0
9496,35252,56.63,-0.445,6578.42,-0.19,750,1,144.350771157816,0
4632,18745,50.32,-0.786,341.74,0.09,670,1,1355.4163984315562,0
3165,13099,51.56,-0.642,431.94,0.41,982,1,732.7406584247813,0
4678,19155,63.27,-0.194,375.36,-0.1,517,1,1246.2702472293265,0
8477,30240,53.56,-0.746,2179.16,0.46,3109,2,389.0031021127407,1
40236,146147,28.48,-1.785,441.52,2.15,72690,4,9113.063960862477,5
