HOGARES,POBLACION,PO2SM,IM,SUPERFICIE,INFRA_INDEX,ALL_ACCESS,NUM_OPS,DENS_HOGS,PEN_CLASS
220033,810669,49.97,-0.768,1727.84,0.93,127778,3,12734.570330586166,2
7906,36449,70.64,2.632,630.76,-1.42,0,0,1253.408586467119,0
5945,26858,77.83,2.14,871.32,-0.58,159,1,682.298122389019,0
8720,38134,60.89,1.315,1994.47,-0.35,812,1,437.2088825602791,0
3716,19368,76.35,2.554,469.91,-0.87,173,1,790.7897256921538,0
1620,6657,75.04,0.558,93.88,-0.05,280,1,1725.6071580741373,0
2893,11159,48.78,0.154,626.88,0.02,488,1,461.49183256763655,0
8158,31406,45.64,-0.14,754.08,0.59,2836,1,1081.8480797793336,1
2340,8731,72.39,1.349,557.98,-0.22,375,1,419.3698698878096,0
1202,5476,46.76,2.17,146.52,-1.41,0,0,820.3658203658204,0
6326,27212,67.22,2.295,573.47,-1.3,0,0,1103.1091425881039,0
16841,60382,59.69,0.207,1449.39,-0.05,3034,1,1161.9370907761197,1
15122,69716,69.9,2.075,1051.75,-0.46,1304,1,1437.7941526028048,1
3898,14865,61.16,1.066,395.98,-0.22,280,1,984.393151169251,0
4786,15318,50.46,-0.24,229.94,0.33,1494,1,2081.412542402366,0
3878,13286,56.47,-0.526,303.98,0.61,677,1,1275.7418251200736,0
29461,129867,69.69,1.791,749.72,-0.5,3598,2,3929.6003841434135,1
66406,273106,34.38,-0.733,2180.64,1.32,43335,3,3045.252769829041,2
3287,12725,65.06,2.201,2645.13,-0.34,0,0,124.26610412342683,0
3432,18458,76.86,4.744,620.58,-1.43,0,0,553.0310354829353,0
3706,13457,50.15,0.156,445.41,0.18,582,1,832.0423879122606,0
3873,14304,59.45,0.351,296.57,0.12,755,1,1305.9311461037867,0
3224,14866,73.67,2.696,732.5,-0.97,0,0,440.1365187713311,0
4347,20192,62.07,2.569,306.62,-1.02,0,0,1417.7157393516404,0
20473,76306,59.07,0.56,1810.82,-0.1,4335,2,1130.5927701262412,1
10225,39002,44.78,1.324,3357.49,-0.02,2394,1,304.54297704535236,0
6914,27266,61.34,0.575,631.62,0.04,1127,1,1094.6455147082106,0
1920,7649,70.1,1.124,239.21,-0.75,0,0,802.6420300154676,0
3903,16415,71.68,1.374,313.98,-0.59,0,0,1243.0728071851709,0
2377,8559,64.7,1.366,373.02,-0.71,116,1,637.2312476542813,0
5831,19746,58.61,1.02,1335.64,-0.03,602,1,436.56973435955797,0
11866,51316,49.12,0.21,1249.27,0.27,4255,2,949.8347034668246,1
5075,20855,55.84,0.446,284.38,0.06,937,1,1784.584007314157,1
1498,5780,69.41,1.197,260.06,-0.55,0,0,576.0209182496346,0
7916,37340,59.57,1.806,1726.74,-0.75,150,1,458.4361281953276,0
3848,15287,65.73,0.129,274.92,0.18,555,1,1399.679906882002,0
10485,37094,64.37,0.417,1327.6,0.24,2571,1,789.7710153660742,1
40460,151660,45.4,-0.58,570.69,1.15,23634,2,7089.663389931487,1
2748,11383,67.4,1.275,195.12,-0.45,110,1,1408.3640836408363,0
2497,11114,64.06,1.318,240.26,-1.12,0,0,1039.2907683343046,0
1610,6179,69.44,0.856,212.1,-0.44,210,1,759.075907590759,0
3685,17661,75.12,3.324,131.98,-1.35,0,0,2792.0897105622066,0
6551,24890,59.13,0.078,408.81,0.18,1180,1,1602.455908612803,1
1948,7576,54.61,0.983,253.78,-0.17,292,1,767.5939790369612,0
7173,26432,41.47,0.437,1760.21,0.06,327,1,407.5081950449094,0
6057,26342,69.25,0.916,720.7,-0.39,809,1,840.4329124462328,0
5617,25584,62.61,1.665,472.92,-1.27,0,0,1187.7273111731372,0
3623,13730,60.81,0.473,210.73,0.11,814,1,1719.2616143880794,0
4618,18526,74.03,1.744,615.33,-0.51,330,1,750.491606130044,0
3789,19456,60.12,2.908,601.6,-1.41,0,0,629.8204787234042,0
3257,12752,55.69,0.184,512.58,-0.02,597,1,635.4130087010808,0
5554,25483,73.36,2.008,706.91,-0.41,706,1,785.6728579309955,0
16628,67641,54.28,0.769,602.64,-0.19,3656,1,2759.1928846409132,1
1629,6883,89.51,2.494,294.23,-0.79,0,0,553.6485062706046,0
12052,44263,48.23,-0.135,1971.67,0.41,4640,2,611.2584763170307,1
3579,12900,68.43,-0.182,162.28,-0.1,599,1,2205.4473749075673,0
9609,37494,46.69,-0.384,126.33,0.78,5483,1,7606.269294704346,1
7924,35926,59.02,1.258,845.5,-0.41,740,1,937.196924896511,0
